,Unnamed: 0,Transaction_date,Product,Payment_Type,Name,Country,Account_Created,Last_Login,Latitude,Longitude
219,219,1/20/09 16:32,Product1,Visa,Vishpala,United States,1/2/08 9:52,1/21/09 19:05,26.30972,-80.2375
220,220,1/1/09 7:09,Product1,Amex,Emer,United States,2/28/05 5:40,1/21/09 19:14,26.70528,-80.03667
221,221,1/21/09 14:55,Product1,Diners,john,United States,1/21/09 10:23,1/21/09 20:34,40.71417,-74.00639
222,222,1/7/09 22:29,Product1,Mastercard,lailani,United States,1/7/09 13:23,1/21/09 22:30,61.21806,-149.90028
223,223,1/11/09 22:22,Product2,Visa,STEPHANIE,Australia,12/30/08 17:48,1/21/09 22:33,-33.6666667,151.3
224,224,1/21/09 14:25,Product1,Visa,Tricia,Netherlands,12/28/07 15:28,1/22/09 0:38,52.55,4.6666667
225,225,1/18/09 16:50,Product1,Visa,Celina,United States,1/18/09 16:25,1/22/09 1:17,40.4497,-74.482
226,226,1/21/09 12:08,Product2,Visa,Rosemary,United States,1/21/09 11:39,1/22/09 6:13,30.331940000000003,-81.65583000000002
227,227,1/22/09 6:41,Product1,Visa,Patrick,United States,1/22/09 4:32,1/22/09 6:54,29.73528,-94.97722
228,228,1/12/09 9:23,Product1,Mastercard,Jacob,United States,1/10/09 14:55,1/22/09 7:59,28.02194,-81.73306
229,229,1/22/09 8:23,Product1,Visa,elisabeth,United States,1/22/09 7:55,1/22/09 8:14,47.65889,-117.425
230,230,1/3/09 6:41,Product2,Visa,ayelet,Sweden,8/7/08 9:24,1/22/09 11:24,55.6,13.0
231,231,1/1/09 12:20,Product2,Visa,seemab,Malta,9/17/05 3:32,1/22/09 12:00,35.9202778,14.4425
232,232,1/4/09 22:00,Product2,Amex,Lucien,Germany,1/4/09 11:32,1/22/09 12:21,50.0833333,8.25
233,233,1/21/09 2:15,Product1,Visa,Kevin ,United Kingdom,1/8/09 2:50,1/22/09 13:46,51.52721,0.14559
234,234,1/1/09 14:22,Product1,Mastercard,Liban,Norway,6/19/08 10:48,1/22/09 14:38,58.96666670000001,5.75
235,235,1/16/09 1:07,Product2,Diners,Lesley,Ireland,1/14/09 4:10,1/22/09 15:06,51.8986111,-8.495833300000001
236,236,1/20/09 8:51,Product1,Visa,Marie,United States,7/23/08 14:59,1/22/09 18:08,42.45222,-71.1375
237,237,1/4/09 9:02,Product1,Visa,Charlene,Canada,12/13/08 19:20,1/22/09 19:27,51.0833333,-114.0833333
238,238,1/6/09 8:34,Product1,Visa,Orit,United States,1/5/09 15:00,1/22/09 21:41,32.78333,-96.8
239,239,1/8/09 4:16,Product1,Visa,Alan,Ireland,4/18/06 13:26,1/23/09 2:21,53.4508333,-6.1544444
240,240,1/23/09 3:33,Product2,Mastercard,Anja Langer,United States,1/23/09 3:00,1/23/09 3:00,44.94444,-93.09306
241,241,1/6/09 4:18,Product1,Visa,Lina,United Kingdom,1/6/09 3:38,1/23/09 3:22,55.95,-3.2
242,242,1/23/09 3:30,Product1,Amex,Larry,Netherlands,1/23/09 3:27,1/23/09 3:40,52.3,5.15
243,243,1/10/09 4:04,Product1,Visa,Jessica,Germany,12/20/08 8:41,1/23/09 5:28,53.1666667,8.2
244,244,1/5/09 2:57,Product3,Visa,Marion,France,12/29/08 3:16,1/23/09 7:29,48.0833333,-1.6833333
245,245,1/21/09 14:15,Product1,Amex,Eric,United States,1/21/09 13:56,1/23/09 10:35,39.2475,-114.88778
246,246,1/21/09 6:39,Product1,Amex,Miriane,United States,7/30/07 21:10,1/23/09 12:48,36.84667,-76.28556
247,247,1/19/09 8:14,Product1,Visa,Jeff,United States,1/4/09 12:39,1/23/09 12:52,29.76306,-95.36306
248,248,1/23/09 8:00,Product1,Diners,christina,Hungary,1/22/09 9:55,1/23/09 12:59,47.4166667,19.0833333
249,249,1/22/09 23:35,Product1,Mastercard,Shannon,United States,1/22/09 23:23,1/23/09 22:05,41.98111,-89.595
250,250,1/14/09 3:09,Product1,Mastercard,Angela,United Kingdom,4/25/07 5:08,1/24/09 2:12,56.3333333,-3.25
251,251,1/16/09 1:51,Product1,Visa,Angela,Austria,1/16/09 1:38,1/24/09 5:39,48.2,16.3666667
252,252,1/1/09 6:29,Product1,Mastercard,Elaine,Italy,8/3/07 2:48,1/24/09 5:51,45.55,11.55
253,253,1/21/09 7:59,Product1,Visa,Helen,United States,4/7/08 17:15,1/24/09 6:01,39.89694,-76.16389000000002
254,254,1/23/09 7:37,Product2,Amex,Fatisha,United States,1/23/09 6:32,1/24/09 6:54,25.77389,-80.19389
255,255,1/18/09 14:39,Product1,Visa,Nina,United States,1/5/09 15:43,1/24/09 7:31,38.99056,-77.02639
256,256,1/24/09 9:01,Product2,Visa,Barbara,United Kingdom,1/24/09 8:02,1/24/09 8:02,56.6666667,-3.0
257,257,1/15/09 1:41,Product1,Diners,Karen,France,1/14/09 4:13,1/24/09 8:36,43.25,5.6166667000000015
258,258,1/17/09 7:23,Product1,Visa,Georgina,United States,11/28/07 10:05,1/24/09 8:54,45.52361,-122.675
259,259,1/23/09 11:37,Product1,Diners,Kellie,United States,1/23/09 10:42,1/24/09 8:59,40.56472,-74.1275
260,260,1/19/09 15:02,Product1,Mastercard,Terry,United States,1/19/09 14:43,1/24/09 10:26,29.423890000000004,-98.49333
261,261,1/11/09 7:10,Product2,Visa,LAURIE,United Kingdom,3/7/06 5:47,1/24/09 14:54,51.21666670000001,-0.5666667
262,262,1/10/09 3:28,Product1,Visa,frauke,Norway,11/24/08 15:50,1/24/09 15:10,59.4136111,10.4669444
263,263,1/7/09 19:03,Product2,Mastercard,Cindy,United States,12/17/07 19:55,1/24/09 19:19,39.64778,-104.98722
264,264,1/17/09 14:02,Product1,Visa,Simone,United States,12/7/05 19:48,1/24/09 21:29,29.423890000000004,-98.49333
265,265,1/25/09 0:09,Product1,Visa,Hilde ,United States,6/20/08 22:08,1/25/09 0:12,22.22361,-159.48528000000005
266,266,1/9/09 14:27,Product1,Visa,Leah,Ireland,6/14/07 13:14,1/25/09 0:57,53.3786111,-6.3922222
267,267,1/9/09 14:32,Product1,Visa,Laine,Ireland,6/14/07 13:14,1/25/09 0:57,53.3786111,-6.3922222
268,268,1/11/09 15:59,Product1,Visa,kirsten,United Kingdom,1/17/06 8:51,1/25/09 3:03,51.8666667,0.1666667
269,269,1/6/09 14:38,Product2,Mastercard,Elizabeth,Netherlands,5/14/07 12:48,1/25/09 3:13,52.0833333,4.3
270,270,1/6/09 9:52,Product1,Mastercard,Anna,United States,1/3/09 15:01,1/25/09 10:19,37.88583,-122.11694
271,271,1/1/09 9:21,Product1,Diners,Babs,United Kingdom,1/1/09 8:05,1/25/09 10:52,53.8166667,-3.05
272,272,1/3/09 7:58,Product1,Mastercard,Gerlinde,Denmark,1/2/09 12:27,1/25/09 11:13,55.7333333,12.5833333
273,273,1/11/09 11:36,Product1,Mastercard,Hollyn,United Kingdom,10/14/08 14:23,1/25/09 11:16,51.51334,-0.08895
274,274,1/13/09 14:53,Product1,Visa,leiser,United States,1/13/09 13:22,1/25/09 11:33,42.68361,-78.33806
275,275,1/1/09 10:06,Product2,Mastercard,Irene,Germany,1/1/09 9:13,1/25/09 11:37,48.15,11.5833333
276,276,1/16/09 5:07,Product1,Amex,Lisa,France,8/6/07 7:48,1/25/09 11:42,47.96666670000001,-0.2333333
277,277,1/6/09 16:37,Product1,Visa,Ann,United States,12/28/08 12:31,1/25/09 12:17,30.26694,-97.74278
278,278,1/18/09 17:21,Product1,Mastercard,Nichol Jane,United States,1/11/09 20:59,1/25/09 14:00,40.98917,-74.14111
279,279,1/13/09 15:18,Product1,Amex,Beatriz,United States,1/13/09 14:46,1/25/09 14:01,40.88528,-73.37666999999998
280,280,1/24/09 8:21,Product1,Mastercard,corina,Austria,7/19/05 12:42,1/25/09 14:22,48.25,16.3
281,281,1/24/09 8:25,Product1,Mastercard,manon,Austria,7/19/05 12:42,1/25/09 14:22,48.25,16.3
282,282,1/18/09 13:06,Product1,Diners,Isabelle,United States,1/18/09 8:44,1/25/09 14:49,44.90333,-93.56611
283,283,1/22/09 18:44,Product1,Visa,Lynne,United States,1/22/09 17:24,1/25/09 15:02,32.941109999999995,-97.13389
284,284,1/8/09 8:58,Product1,Mastercard,Doug,United States,1/8/09 8:22,1/25/09 17:39,40.86806,-73.42611
285,285,1/4/09 9:54,Product1,Mastercard,AMY,United States,12/30/08 20:41,1/25/09 18:23,30.15778,-95.48917
286,286,1/13/09 20:22,Product1,Visa,Kim,Canada,8/2/08 14:28,1/25/09 19:25,49.9,-119.48333329999998
287,287,1/9/09 10:22,Product1,Mastercard,HELIDA,United States,1/5/09 14:49,1/25/09 19:35,36.47028,-86.65139
288,288,1/5/09 12:28,Product1,Visa,Cameron,Denmark,1/5/09 12:02,1/25/09 23:22,55.8841667,12.5419444
289,289,1/26/09 3:43,Product1,Mastercard,Wendy,United States,1/26/09 3:10,1/26/09 3:10,41.37222,-73.73389
290,290,1/26/09 3:49,Product2,Mastercard,Jane,France,3/1/08 0:00,1/26/09 3:18,43.6333333,7.1
291,291,1/11/09 13:16,Product2,Visa,shelby,United States,1/11/09 12:20,1/26/09 3:42,26.12194,-80.14361
292,292,1/22/09 15:32,Product1,Mastercard,Tara,Ireland,2/27/07 11:35,1/26/09 4:32,53.25222220000001,-6.1125
293,293,1/9/09 14:25,Product1,Amex,James,France,4/7/08 0:00,1/26/09 5:32,47.9,-2.1166667
294,294,1/21/09 11:28,Product1,Amex,Heloise ,United States,9/25/05 20:26,1/26/09 6:23,38.89028,-77.08444
295,295,1/1/09 14:19,Product1,Mastercard,Gabriel,Canada,5/21/08 11:39,1/26/09 7:17,51.7,-113.26666670000002
296,296,1/26/09 4:30,Product1,Visa,Jodie ,United States,1/26/09 0:00,1/26/09 7:48,38.99806,-77.28860999999998
297,297,1/7/09 4:45,Product1,Amex,Jeremy,United Kingdom,1/7/09 4:30,1/26/09 8:01,51.52721,0.14559
298,298,1/11/09 12:12,Product1,Visa,Helga,Ireland,11/30/05 12:50,1/26/09 10:00,53.3591667,-6.2161111
299,299,1/26/09 10:24,Product1,Visa,Eleanor,Canada,12/1/08 18:30,1/26/09 10:12,49.25,-123.1333333
300,300,1/26/09 8:58,Product1,Diners,Miss,United Kingdom,1/26/09 8:46,1/26/09 11:14,51.52721,0.14559
301,301,1/7/09 17:51,Product1,Visa,Marie,United States,1/13/06 9:38,1/26/09 11:35,39.22,-77.42444
302,302,1/18/09 20:16,Product1,Mastercard,Lisa,United States,1/18/09 19:47,1/26/09 13:07,40.34861,-74.65944
303,303,1/13/09 9:51,Product1,Mastercard,Priska,Canada,1/4/09 23:43,1/26/09 17:24,51.0833333,-114.0833333
304,304,1/24/09 18:43,Product1,Visa,Katrine,United States,1/11/09 13:33,1/26/09 21:29,33.76444,-117.79306
305,305,1/5/09 0:46,Product1,Amex,Lisa,India,1/2/09 3:03,1/27/09 0:17,28.4666667,77.0333333
306,306,1/9/09 1:12,Product1,Visa,Sabrina,France,6/18/08 6:35,1/27/09 2:56,48.65,1.8333333
307,307,1/26/09 6:25,Product1,Visa,prof,United States,1/19/09 6:38,1/27/09 3:58,40.04056,-75.27944000000002
308,308,1/21/09 16:57,Product1,Mastercard,KeithMichelle,United States,1/21/09 16:37,1/27/09 4:43,29.76306,-95.36306
309,309,1/5/09 5:33,Product1,Mastercard,Kim,United Kingdom,12/8/05 13:22,1/27/09 4:49,51.52721,0.14559
310,310,1/27/09 5:10,Product1,Visa,anissa,United Kingdom,1/15/09 10:07,1/27/09 4:51,51.5,-0.5833333
311,311,1/7/09 8:00,Product1,Mastercard,john,Germany,5/26/05 7:00,1/27/09 6:30,49.46666670000001,7.4333333
312,312,1/20/09 7:08,Product2,Visa,Miye,United States,1/19/09 8:06,1/27/09 6:38,40.00639,-75.70361
313,313,1/27/09 2:26,Product1,Diners,Heidi,United States,1/27/09 2:16,1/27/09 6:41,33.15667,-94.96806
314,314,1/5/09 6:14,Product1,Mastercard,T,France,1/5/09 4:52,1/27/09 7:01,46.2666667,6.25
315,315,1/13/09 8:11,Product2,Visa,Daniele,United States,5/27/08 11:01,1/27/09 7:49,29.78556,-95.82417
316,316,1/10/09 9:18,Product1,Diners,luisa,Jersey,5/9/06 10:43,1/27/09 7:51,49.2,-2.0333333
317,317,1/8/09 18:52,Product1,Visa,Nadine,United States,1/7/09 15:30,1/27/09 9:40,45.77611,-111.17611
318,318,1/12/09 10:06,Product1,Mastercard,Tina,Canada,1/10/09 14:15,1/27/09 14:26,51.0833333,-114.0833333
319,319,1/1/09 19:25,Product1,Diners,Damali,Canada,1/8/08 20:41,1/27/09 14:59,43.6666667,-79.41666670000002
320,320,1/27/09 15:28,Product1,Visa,Katherine,United States,1/17/09 17:52,1/27/09 15:17,35.23778,-106.60611000000002
321,321,1/2/09 18:43,Product1,Visa,Kathryn,Ireland,12/22/08 15:39,1/27/09 15:43,51.8986111,-8.495833300000001
322,322,1/8/09 18:41,Product1,Diners,Veronique,United States,12/9/07 17:59,1/27/09 18:12,40.92528,-73.96333
323,323,1/4/09 18:34,Product1,Visa,Erica,United States,1/4/09 16:53,1/27/09 18:37,39.11556,-77.56389
324,324,1/25/09 8:32,Product1,Visa,L,Canada,9/17/07 17:41,1/27/09 19:53,50.0666667,-91.75
325,325,1/23/09 22:19,Product1,Mastercard,Diana,Malaysia,1/23/09 22:10,1/27/09 19:54,3.1666667,101.7
326,326,1/7/09 10:03,Product1,Mastercard,Emma,Australia,12/1/08 6:09,1/27/09 20:18,-33.8833333,151.2166667
327,327,1/18/09 3:46,Product1,Visa,Marina,Australia,1/18/09 0:54,1/27/09 23:52,-27.9833333,153.33333330000005
328,328,1/28/09 0:40,Product1,Mastercard,Natalie ,United States,1/27/09 22:04,1/28/09 0:01,30.38444,-81.93889
329,329,1/2/09 15:18,Product1,Diners,Brenda,United Kingdom,9/1/04 2:08,1/28/09 1:26,52.0166667,0.25
330,330,1/18/09 13:59,Product1,Diners,Nita,Ireland,12/1/05 19:57,1/28/09 4:07,53.3905556,-6.1216667000000005
331,331,1/16/09 9:54,Product1,Mastercard,Marian,South Africa,8/3/08 18:20,1/28/09 6:26,-29.85,31.0166667
332,332,1/28/09 7:07,Product1,Visa,Kevin,United Kingdom,1/28/09 6:57,1/28/09 7:18,52.4,-1.6333333
333,333,1/28/09 7:31,Product1,Visa,cari,United States,1/28/09 7:22,1/28/09 7:34,36.7775,-82.94167
334,334,1/18/09 12:32,Product1,Visa,Cassandra,Ireland,12/14/08 14:26,1/28/09 7:41,53.3986111,-6.2597222000000015
335,335,1/13/09 14:05,Product1,Amex,Christof and Heidi,Spain,1/9/09 7:54,1/28/09 7:45,41.3833333,2.1833333
336,336,1/28/09 7:49,Product1,Visa,Ina,United States,1/28/09 7:45,1/28/09 7:47,35.0525,-78.87861
337,337,1/28/09 3:07,Product1,Visa,Lisa,Canada,1/26/09 11:47,1/28/09 8:08,49.21666670000001,-68.15
338,338,1/12/09 15:16,Product1,Visa,Camille and Carmen,Iceland,1/12/09 11:41,1/28/09 8:44,63.85,-21.3666667
339,339,1/6/09 11:17,Product2,Visa,Trina,United States,2/21/08 8:53,1/28/09 9:23,38.98222,-94.67056
340,340,1/23/09 9:49,Product1,Visa,Ginger,Canada,1/23/09 8:18,1/28/09 9:43,43.9333333,-79.5333333
341,341,1/24/09 4:01,Product1,Visa,breon,United Kingdom,1/7/06 10:56,1/28/09 10:12,51.9166667,-0.65
342,342,1/25/09 18:21,Product1,Visa,Marion,Sweden,1/25/09 16:35,1/28/09 10:19,63.8333333,20.25
343,343,1/15/09 10:51,Product1,Mastercard,Pia ,Norway,1/11/09 8:54,1/28/09 10:39,58.8833333,5.6
344,344,1/2/09 5:14,Product1,Visa,Dr. Donald,United Kingdom,1/1/05 6:03,1/28/09 11:07,54.5833333,-1.4166667
345,345,1/9/09 10:35,Product2,Visa,Jenna and Paul,United States,1/8/09 14:02,1/28/09 11:08,34.6175,-89.96861
346,346,1/4/09 10:16,Product1,Mastercard,Rebecca,Germany,12/28/08 10:50,1/28/09 11:09,52.5166667,13.4
347,347,1/2/09 12:16,Product1,Mastercard,Monique,United States,12/11/08 6:16,1/28/09 12:07,38.62444,-76.93944
348,348,1/28/09 12:31,Product1,Diners,lilia ,United States,1/28/09 12:21,1/28/09 12:30,40.65,-73.95
349,349,1/14/09 12:07,Product1,Mastercard,Lainey,United States,1/13/09 22:28,1/28/09 12:37,44.64972,-93.2425
350,350,1/16/09 7:20,Product2,Mastercard,Jag,France,1/15/09 4:53,1/28/09 12:43,46.2333333,6.3166667
351,351,1/6/09 9:55,Product1,Mastercard,Charlene ,Canada,10/7/08 14:55,1/28/09 13:17,49.25,-123.1333333
352,352,1/7/09 12:55,Product1,Amex,Fiona,United States,1/5/09 6:26,1/28/09 13:24,41.05333,-73.53917
353,353,1/19/09 12:14,Product1,Mastercard,burt,Ireland,5/10/08 7:07,1/28/09 13:28,53.3005556,-6.2827778
354,354,1/13/09 15:19,Product2,Visa,Maggie,France,6/27/07 4:41,1/28/09 14:11,48.8666667,2.3333333
355,355,1/18/09 8:56,Product1,Mastercard,Stanford,United States,1/30/08 13:16,1/28/09 14:37,42.60722,-83.92944
356,356,1/4/09 17:54,Product1,Amex,ruth,United States,1/1/09 10:12,1/28/09 15:13,33.03694,-117.29111
357,357,1/5/09 13:46,Product1,Visa,Courtney,United States,11/11/08 14:19,1/28/09 17:10,39.56306,-95.12139
358,358,1/5/09 10:49,Product2,Amex,Courtney,United States,8/23/07 0:00,1/28/09 18:13,21.42556,-157.96083000000004
359,359,1/12/09 18:24,Product1,Diners,Anthony,United States,12/18/08 7:14,1/28/09 18:19,42.9825,-77.40916999999997
360,360,1/18/09 4:01,Product1,Visa,Eleanor,United States,1/6/09 0:18,1/28/09 23:56,64.83778000000001,-147.71639
361,361,1/16/09 10:58,Product1,Visa,GAIA,Denmark,7/27/07 7:22,1/29/09 3:16,55.4333333,11.5666667
362,362,1/13/09 8:20,Product1,Mastercard,Zane,United Kingdom,3/4/05 5:51,1/29/09 3:25,51.3,-0.05
363,363,1/12/09 1:42,Product1,Mastercard,Beate,Germany,1/7/09 7:56,1/29/09 4:33,53.55,10.0
364,364,1/28/09 13:07,Product1,Amex,BALA,United States,11/29/07 5:56,1/29/09 4:40,38.6675,-77.02861
365,365,1/29/09 5:43,Product1,Visa,Mrs,United States,1/29/09 5:18,1/29/09 5:18,37.36889,-122.03528
366,366,1/29/09 5:30,Product1,Diners,Vanessa,United States,1/29/09 4:49,1/29/09 6:56,42.44056,-76.49694000000002
367,367,1/13/09 18:08,Product1,Amex,Amanda,United States,1/13/09 17:02,1/29/09 7:34,29.76306,-95.36306
368,368,1/9/09 15:24,Product1,Mastercard,alex ,United States,1/9/09 13:59,1/29/09 8:05,42.46444,-83.37639
369,369,1/23/09 15:33,Product1,Mastercard,T,United States,1/23/09 14:18,1/29/09 11:02,40.65,-73.95
370,370,1/29/09 12:28,Product1,Mastercard,Alva and Martin,United States,5/21/07 14:57,1/29/09 12:31,38.99806,-77.28860999999998
371,371,1/13/09 11:31,Product1,Visa,Anett,United Kingdom,1/9/09 11:30,1/29/09 12:48,50.8,-1.1333333
372,372,1/29/09 10:09,Product2,Mastercard,Jacqui,United States,1/29/09 9:59,1/29/09 12:58,33.509170000000005,-111.89833
373,373,1/29/09 15:08,Product1,Visa,KERRY,United States,1/29/09 14:04,1/29/09 14:04,37.36889,-122.03528
374,374,1/4/09 5:12,Product1,Visa,DeeDee,South Korea,12/30/08 8:40,1/29/09 16:41,37.5333333,127.1166667
375,375,1/22/09 22:16,Product2,Mastercard,leanne,United States,1/17/09 23:28,1/29/09 16:51,47.61056,-122.19944
376,376,1/5/09 19:26,Product1,Visa,katie,Switzerland,1/5/09 19:14,1/30/09 1:06,47.3,8.55
377,377,1/11/09 12:22,Product1,Visa,Marina,United States,1/11/09 7:18,1/30/09 2:10,44.98,-93.26361
378,378,1/2/09 9:31,Product1,Visa,camilla,United States,1/2/09 9:09,1/30/09 5:35,41.85,-87.65
379,379,1/5/09 11:21,Product1,Visa,pirunkit,United Kingdom,1/5/09 5:46,1/30/09 5:54,50.9833333,-0.6
380,380,1/17/09 9:49,Product1,Diners,Kathrin,United Arab Emirates,2/27/08 20:02,1/30/09 8:45,24.4666667,54.3666667
381,381,1/28/09 1:38,Product1,Mastercard,Kate,Sweden,4/16/07 12:58,1/30/09 9:18,59.3333333,18.05
382,382,1/19/09 10:32,Product1,Mastercard,Maie,United States,1/6/09 17:57,1/30/09 10:41,33.24861,-111.63361
383,383,1/26/09 12:05,Product1,Mastercard,verena,United States,1/6/09 17:57,1/30/09 10:41,33.24861,-111.63361
384,384,1/7/09 18:53,Product1,Visa,Marie-Christine,United States,12/29/08 9:59,1/30/09 10:46,35.99389,-78.89889000000002
385,385,1/26/09 11:38,Product1,Mastercard,Gabriella,United States,1/26/09 7:16,1/30/09 13:15,30.26694,-97.74278
386,386,1/8/09 13:19,Product1,Mastercard,valerie et nicolas,United States,1/8/09 5:31,1/30/09 17:40,38.9875,-76.82083
387,387,1/11/09 14:56,Product1,Visa,Nicole,Norway,1/5/09 5:51,1/31/09 4:21,61.55,6.35
388,388,1/30/09 20:36,Product1,Visa,Renee,United States,1/30/09 20:05,1/31/09 4:47,26.30139,-98.16306
389,389,1/1/09 8:09,Product1,Mastercard,Nicole,Australia,12/30/08 0:55,1/31/09 5:40,-37.8333333,144.9666667
390,390,1/17/09 11:09,Product1,Mastercard,Joachim,Brazil,1/17/09 10:46,1/31/09 6:42,-3.7166667,-38.5
391,391,1/31/09 7:22,Product1,Visa,Monica ,United States,2/29/08 17:34,1/31/09 6:43,41.20083,-73.38110999999998
392,392,1/31/09 9:12,Product1,Visa,Nanci,United Kingdom,8/28/08 10:22,1/31/09 9:08,51.4333333,-1.0
393,393,1/31/09 8:56,Product1,Mastercard,Laura,United States,1/31/09 8:03,1/31/09 9:22,25.71222,-80.25721999999998
394,394,1/31/09 9:00,Product1,Visa,ciara and mike,United Kingdom,1/31/09 8:32,1/31/09 10:07,51.51334,-0.08895
395,395,1/11/09 14:07,Product1,Visa,Sarah,United States,1/11/09 13:08,1/31/09 10:20,37.775,-122.41833
396,396,1/1/09 12:25,Product2,Mastercard,Anne-line,Switzerland,3/29/05 23:14,1/31/09 10:58,47.1666667,8.516666699999998
397,397,1/31/09 11:14,Product2,Mastercard,Ulrika,United States,1/31/09 11:10,1/31/09 11:10,33.509170000000005,-111.89833
398,398,1/2/09 9:57,Product1,Amex,leigh,United States,2/20/05 17:20,1/31/09 11:24,39.05,-77.40111
399,399,1/4/09 13:20,Product1,Mastercard,Nuria,United States,1/4/09 12:08,1/31/09 13:17,39.97778,-105.13139
400,400,1/22/09 12:32,Product1,Mastercard,Tejal,United Kingdom,1/2/08 9:51,1/31/09 14:43,51.52721,0.14559
401,401,1/18/09 6:09,Product1,Mastercard,Ignacio,United States,5/21/07 18:56,1/31/09 15:33,38.80472,-77.04722
402,402,1/8/09 0:04,Product1,Visa,ZOE,New Zealand,1/7/09 23:34,1/31/09 17:47,-39.0666667,174.08333330000005
403,403,1/24/09 7:14,Product1,Mastercard,nihan,United States,3/2/08 7:35,1/31/09 19:18,37.20556,-80.03778
404,404,1/24/09 11:05,Product1,Visa,alan,United States,7/30/07 15:16,1/31/09 19:31,33.941109999999995,-84.21361
405,405,1/6/09 15:12,Product1,Amex,lydia,United States,9/23/06 8:42,1/31/09 20:48,34.02306,-84.36166999999998
406,406,1/24/09 17:06,Product1,Visa,Tracey,Canada,1/24/09 15:51,1/31/09 21:10,43.1666667,-79.2333333
407,407,1/3/09 9:58,Product1,Visa,Anja,United States,10/19/08 8:27,1/31/09 22:19,38.79556,-77.61417
408,408,1/9/09 16:35,Product1,Diners,Jennifer,Norway,12/29/05 9:26,2/1/09 4:18,59.8608333,10.7905556
409,409,1/12/09 14:50,Product1,Visa,Holly,United States,1/12/09 9:54,2/1/09 7:36,42.41528,-71.15694
410,410,1/7/09 13:49,Product1,Diners,megan,United States,1/7/09 12:36,2/1/09 8:20,34.20111,-118.59722
411,411,1/9/09 19:41,Product1,Mastercard,Tarah,United States,1/5/09 18:02,2/1/09 9:18,37.33944,-121.89388999999998
412,412,1/26/09 4:53,Product1,Visa,Gerardo,United Kingdom,1/26/09 4:12,2/1/09 9:48,51.52721,0.14559
413,413,1/23/09 21:41,Product1,Visa,Joanne,United States,12/26/08 11:00,2/1/09 9:51,42.45944,-83.18278000000002
414,414,1/6/09 16:07,Product1,Visa,Margaret,United States,12/21/08 12:21,2/1/09 10:06,29.423890000000004,-98.49333
415,415,1/10/09 7:55,Product1,Visa,Laura,United Arab Emirates,1/7/09 9:47,2/1/09 10:18,25.2097222,55.2477778
416,416,1/28/09 20:44,Product1,Visa,Whitney,United States,1/28/09 19:36,2/1/09 11:33,38.32389000000001,-77.46861
417,417,1/9/09 3:38,Product1,Visa,Ravinder,United Kingdom,6/3/08 4:22,2/1/09 11:53,54.46666670000001,-6.3333333
418,418,1/19/09 8:52,Product1,Visa,Pam,United States,1/6/09 15:24,2/1/09 11:53,29.581940000000003,-95.76056
419,419,1/15/09 7:26,Product1,Mastercard,Celina,Netherlands,1/14/09 0:00,2/1/09 13:17,52.0833333,4.3
420,420,1/30/09 19:12,Product1,Diners,Heather,United States,1/30/09 18:54,2/1/09 13:51,35.075,-85.06222
421,421,1/5/09 12:41,Product1,Mastercard,Kathryn,United States,1/5/09 11:50,2/1/09 14:28,32.79778,-117.23944
422,422,1/28/09 20:59,Product1,Visa,Michele ,United States,1/28/09 9:40,2/1/09 15:00,30.26694,-97.74278
423,423,1/10/09 21:36,Product1,Visa,Craig,United States,8/10/08 16:47,2/1/09 15:27,47.60639000000001,-122.33083
424,424,1/25/09 19:59,Product1,Visa,Kim,United States,8/13/08 18:27,2/1/09 16:04,47.60639000000001,-122.33083
425,425,1/7/09 8:03,Product1,Amex,maria,Canada,4/17/05 22:28,2/1/09 18:52,45.4166667,-75.7
426,426,1/21/09 9:07,Product1,Visa,Elaine,United States,4/2/08 9:59,2/1/09 21:07,38.90111,-77.26556
427,427,1/23/09 14:43,Product1,Visa,Madison,New Zealand,1/18/09 11:34,2/1/09 21:31,-36.7,174.75
428,428,1/5/09 13:07,Product1,Visa,Amanda,United Kingdom,1/2/09 14:27,2/1/09 22:27,51.6166667,0.3166667
429,429,1/6/09 3:39,Product1,Visa,Krista,Norway,9/20/05 1:58,2/2/09 0:08,60.3911111,5.3247222
430,430,1/15/09 15:26,Product1,Visa,Sarah,United Kingdom,1/15/09 8:16,2/2/09 0:53,53.5833333,-2.4333333
431,431,1/23/09 4:47,Product1,Mastercard,Sarah,Ireland,1/16/06 8:48,2/2/09 2:12,53.335,-6.2113889
432,432,1/12/09 10:05,Product2,Amex,Pamela,Switzerland,9/3/07 13:23,2/2/09 5:16,46.2,9.016666699999998
433,433,1/30/09 5:13,Product1,Visa,Christine,Belgium,1/3/06 13:57,2/2/09 5:45,51.21666670000001,4.4166667
434,434,1/14/09 10:32,Product3,Mastercard,Diana,Brazil,11/5/08 7:03,2/2/09 5:54,-22.9,-47.0833333
435,435,1/12/09 8:13,Product1,Amex,mary,Sweden,3/8/06 4:32,2/2/09 6:01,59.3,18.1666667
436,436,1/27/09 8:11,Product1,Visa,Helena,United States,1/27/09 8:05,2/2/09 6:08,37.54833,-121.9875
437,437,1/30/09 17:33,Product1,Visa,nina,Australia,1/25/09 22:36,2/2/09 6:13,-28.2333333,152.0166667
438,438,1/15/09 9:52,Product1,Amex,Mark,United States,1/15/09 8:36,2/2/09 7:00,40.345,-74.18444000000002
439,439,1/13/09 11:54,Product1,Visa,alice and rudolf,United States,1/8/09 11:11,2/2/09 8:01,39.2725,-76.53166999999998
